Customer_ID,Age,Is_Senior,Marital_Status,Credit_Score,Region
1898,63,1,Married,706,Rural
1899,48,0,Widowed,848,Urban
1900,35,0,Divorced,697,Rural
1901,50,0,Single,698,Suburban
1902,34,0,Married,778,Suburban
1903,57,1,Married,735,Urban
1904,45,0,Widowed,702,Urban
1905,38,0,Single,703,Suburban
1906,46,0,Divorced,711,Urban
1907,18,0,Married,757,Suburban
1908,23,0,Married,724,Rural
1909,22,0,Widowed,713,Urban
1910,42,0,Single,706,Urban
1911,65,1,Married,784,Urban
1912,73,1,Married,754,Urban
1913,49,0,Married,723,Suburban
1914,47,0,Married,701,Suburban
1915,18,0,Married,683,Suburban
1916,31,0,Married,787,Rural
1917,28,0,Single,688,Suburban
1918,30,0,Married,659,Urban
1919,37,0,Widowed,746,Urban
1920,32,0,Married,767,Urban
1921,18,0,Single,832,Rural
1922,51,0,Married,758,Urban
1923,23,0,Single,724,Suburban
1924,43,0,Widowed,707,Rural
1925,71,1,Divorced,664,Urban
1926,26,0,Single,704,Suburban
1927,18,0,Married,724,Suburban
1928,35,0,Divorced,657,Suburban
1929,56,1,Widowed,680,Suburban
1930,69,1,Widowed,750,Urban
1931,21,0,Married,703,Urban
1932,47,0,Widowed,710,Urban
1933,33,0,Married,710,Urban
1934,38,0,Married,736,Suburban
1935,79,1,Married,687,Suburban
1936,18,0,Married,663,Urban
1937,43,0,Single,786,Suburban
1938,47,0,Divorced,603,Urban
1939,56,1,Single,593,Rural
1940,41,0,Single,800,Urban
1941,44,0,Single,690,Suburban
1942,34,0,Single,624,Urban
1943,44,0,Married,678,Rural
1944,34,0,Divorced,684,Urban
1945,49,0,Single,736,Suburban
1946,34,0,Single,673,Suburban
1947,45,0,Single,729,Urban
1948,39,0,Divorced,716,Suburban
1949,56,1,Married,697,Rural
1950,39,0,Married,657,Suburban
1951,18,0,Single,627,Urban
1952,58,1,Married,790,Suburban
1953,26,0,Divorced,671,Rural
1954,30,0,Married,735,Urban
1955,31,0,Married,691,Suburban
1956,60,1,Divorced,755,Suburban
1957,18,0,Married,624,Rural
1958,87,1,Single,799,Urban
1959,55,1,Married,776,Rural
1960,43,0,Married,784,Urban
1961,39,0,Single,760,Urban
1962,44,0,Married,808,Urban
1963,47,0,Divorced,685,Urban
1964,49,0,Single,731,Urban
1965,48,0,Married,808,Rural
1966,41,0,Single,690,Rural
1967,37,0,Single,760,Suburban
1968,37,0,Married,723,Rural
1969,37,0,Married,840,Urban
1970,57,1,Married,696,Urban
1971,48,0,Single,668,Suburban
1972,18,0,Single,749,Suburban
1973,49,0,Single,712,Urban
1974,42,0,Single,718,Rural
1975,39,0,Single,730,Rural
1976,34,0,Single,746,Urban
1977,56,1,Single,739,Urban
1978,54,0,Married,620,Rural
1979,28,0,Divorced,744,Urban
1980,46,0,Single,663,Urban
1981,25,0,Divorced,747,Rural
1982,19,0,Single,712,Urban
1983,30,0,Married,744,Rural
1984,52,0,Single,762,Suburban
1985,54,0,Married,683,Suburban
1986,47,0,Single,664,Suburban
1987,50,0,Married,685,Urban
1988,47,0,Divorced,768,Urban
1989,30,0,Single,710,Urban
1990,46,0,Single,733,Suburban
1991,52,0,Married,781,Urban
1992,51,0,Widowed,755,Urban
1993,57,1,Divorced,734,Urban
1994,50,0,Single,721,Urban
1995,45,0,Married,663,Urban
1996,56,1,Single,687,Suburban
1997,39,0,Married,741,Urban
1998,26,0,Single,732,Urban
1999,37,0,Married,796,Suburban
2000,28,0,Single,714,Urban
2001,29,0,Single,799,Urban
2002,37,0,Married,716,Suburban
2003,28,0,Married,739,Urban
2004,35,0,Divorced,726,Rural
2005,18,0,Married,734,Urban
2006,43,0,Single,691,Rural
2007,40,0,Married,674,Rural
2008,27,0,Married,675,Suburban
2009,49,0,Married,674,Urban
2010,54,0,Single,651,Urban
2011,18,0,Married,829,Rural
2012,28,0,Divorced,708,Suburban
2013,28,0,Single,667,Urban
2014,25,0,Married,745,Suburban
2015,52,0,Single,740,Urban
2016,37,0,Married,689,Urban
2017,36,0,Single,654,Urban
2018,18,0,Married,698,Rural
2019,49,0,Married,788,Rural
2020,21,0,Single,752,Urban
2021,40,0,Widowed,623,Urban
2022,44,0,Married,670,Suburban
2023,60,1,Divorced,652,Rural
2024,20,0,Married,724,Urban
2025,18,0,Single,764,Urban
2026,42,0,Single,685,Urban
2027,67,1,Married,728,Urban
2028,58,1,Married,815,Rural
2029,43,0,Married,745,Urban
2030,32,0,Married,737,Urban
2031,52,0,Married,801,Suburban
2032,25,0,Single,759,Urban
2033,47,0,Widowed,766,Urban
2034,47,0,Married,737,Rural
2035,55,1,Single,758,Suburban
2036,81,1,Single,666,Urban
2037,45,0,Widowed,733,Urban
2038,32,0,Single,674,Suburban
2039,39,0,Single,763,Urban
2040,18,0,Married,744,Suburban
2041,29,0,Married,677,Urban
2042,33,0,Married,706,Urban
2043,32,0,Married,673,Urban
2044,42,0,Married,768,Suburban
2045,27,0,Single,700,Urban
2046,56,1,Married,634,Rural
2047,40,0,Single,699,Urban
2048,39,0,Married,651,Urban
2049,35,0,Widowed,702,Rural
2050,42,0,Divorced,622,Urban
2051,52,0,Married,683,Rural
2052,26,0,Married,718,Urban
2053,30,0,Single,713,Rural
2054,35,0,Married,635,Rural
2055,19,0,Married,678,Urban
2056,27,0,Married,693,Rural
2057,32,0,Widowed,767,Urban
2058,53,0,Divorced,639,Suburban
2059,43,0,Single,690,Rural
2060,42,0,Single,660,Urban
2061,52,0,Widowed,785,Suburban
2062,37,0,Widowed,716,Suburban
2063,45,0,Widowed,796,Rural
2064,38,0,Married,665,Rural
2065,43,0,Married,818,Suburban
2066,31,0,Single,701,Urban
2067,18,0,Single,738,Urban
2068,37,0,Married,664,Rural
2069,61,1,Married,707,Urban
2070,53,0,Divorced,706,Urban
2071,54,0,Divorced,802,Suburban
2072,58,1,Married,814,Urban
2073,41,0,Divorced,754,Urban
2074,42,0,Single,743,Urban
2075,30,0,Divorced,769,Urban
2076,35,0,Married,619,Rural
2077,49,0,Married,785,Suburban
2078,58,1,Married,749,Suburban
2079,37,0,Married,726,Urban
2080,33,0,Single,728,Urban
2081,40,0,Married,757,Urban
2082,49,0,Widowed,740,Rural
2083,18,0,Married,718,Urban
2084,18,0,Married,721,Rural
2085,31,0,Single,716,Rural
2086,21,0,Single,739,Rural
2087,32,0,Married,677,Urban
2088,37,0,Single,759,Urban
2089,33,0,Single,689,Urban
2090,61,1,Single,705,Suburban
2091,44,0,Single,696,Urban
2092,44,0,Married,739,Rural
2093,49,0,Single,658,Urban
2094,22,0,Divorced,707,Urban
2095,55,1,Married,729,Rural
2096,38,0,Married,812,Urban
2097,50,0,Widowed,661,Urban
2098,23,0,Married,657,Urban
2099,18,0,Married,624,Suburban
2100,52,0,Widowed,803,Suburban
2101,45,0,Married,670,Urban
2102,26,0,Married,658,Rural
2103,26,0,Divorced,634,Suburban
2104,56,1,Divorced,749,Rural
2105,22,0,Married,800,Urban
2106,64,1,Single,802,Urban
2107,26,0,Divorced,817,Urban
2108,49,0,Single,752,Suburban
2109,35,0,Married,696,Rural
2110,49,0,Married,728,Suburban
2111,31,0,Married,645,Suburban
2112,37,0,Divorced,713,Rural
2113,40,0,Divorced,651,Rural
2114,24,0,Widowed,747,Rural
2115,51,0,Divorced,714,Urban
2116,32,0,Single,608,Rural
2117,36,0,Married,758,Urban
2118,25,0,Single,810,Suburban
2119,18,0,Single,687,Rural
2120,37,0,Single,702,Urban
2121,76,1,Married,737,Urban
2122,51,0,Widowed,749,Urban
2123,39,0,Married,669,Urban
2124,36,0,Married,730,Urban
2125,40,0,Single,662,Suburban
2126,48,0,Single,763,Rural
2127,22,0,Married,669,Suburban
2128,56,1,Divorced,668,Rural
2129,50,0,Married,768,Urban
2130,50,0,Married,715,Urban
2131,46,0,Married,673,Urban
2132,40,0,Single,705,Urban
2133,50,0,Widowed,689,Suburban
2134,48,0,Divorced,745,Rural
2135,34,0,Widowed,728,Suburban
2136,31,0,Married,745,Suburban
2137,41,0,Married,721,Rural
2138,63,1,Single,698,Urban
2139,21,0,Married,740,Rural
2140,18,0,Married,732,Suburban
2141,42,0,Single,690,Suburban
2142,40,0,Widowed,747,Urban
2143,42,0,Married,742,Urban
2144,43,0,Married,691,Suburban
2145,36,0,Single,673,Rural
2146,62,1,Married,666,Suburban
2147,18,0,Single,736,Rural
2148,27,0,Married,733,Suburban
2149,38,0,Married,688,Suburban
2150,18,0,Married,666,Urban
2151,37,0,Married,726,Urban
2152,64,1,Single,734,Urban
2153,40,0,Married,708,Urban
2154,43,0,Married,751,Urban
2155,21,0,Married,678,Rural
2156,30,0,Married,735,Rural
2157,34,0,Married,701,Rural
2158,35,0,Married,722,Urban
2159,59,1,Single,732,Suburban
2160,48,0,Single,753,Rural
2161,23,0,Single,788,Urban
2162,43,0,Divorced,737,Urban
2163,47,0,Married,686,Rural
2164,57,1,Single,631,Urban
2165,63,1,Divorced,632,Suburban
2166,24,0,Married,715,Rural
2167,27,0,Single,686,Urban
2168,21,0,Married,669,Urban
2169,36,0,Married,766,Urban
2170,46,0,Single,617,Urban
2171,54,0,Married,625,Urban
2172,38,0,Married,665,Rural
2173,35,0,Married,756,Urban
2174,42,0,Married,745,Urban
2175,27,0,Married,634,Urban
2176,71,1,Single,732,Urban
2177,18,0,Single,701,Suburban
2178,42,0,Single,666,Rural
2179,70,1,Married,717,Urban
2180,40,0,Widowed,683,Urban
2181,37,0,Single,758,Urban
2182,34,0,Married,735,Urban
2183,37,0,Divorced,716,Rural
2184,60,1,Single,676,Suburban
2185,18,0,Single,676,Urban
2186,63,1,Married,729,Urban
2187,18,0,Married,696,Urban
2188,36,0,Divorced,719,Suburban
2189,33,0,Single,788,Suburban
2190,48,0,Single,756,Urban
2191,18,0,Single,743,Urban
2192,46,0,Divorced,641,Rural
2193,70,1,Married,700,Urban
2194,19,0,Single,739,Suburban
2195,42,0,Married,734,Urban
2196,30,0,Single,775,Rural
2197,46,0,Single,695,Urban
2198,40,0,Married,678,Suburban
2199,30,0,Single,712,Rural
2200,47,0,Married,711,Rural
2201,67,1,Married,734,Suburban
2202,37,0,Married,741,Suburban
2203,50,0,Married,739,Rural
2204,20,0,Married,678,Urban
2205,25,0,Married,709,Rural
2206,47,0,Single,719,Urban
2207,62,1,Single,668,Rural
2208,45,0,Single,700,Rural
2209,35,0,Married,713,Urban
2210,39,0,Widowed,762,Urban
2211,21,0,Single,712,Suburban
2212,49,0,Married,686,Rural
2213,53,0,Divorced,821,Urban
2214,33,0,Married,700,Rural
2215,32,0,Single,730,Suburban
2216,43,0,Married,791,Suburban
2217,33,0,Married,720,Suburban
2218,39,0,Divorced,775,Rural
2219,71,1,Married,561,Urban
2220,36,0,Married,715,Urban
2221,34,0,Widowed,795,Rural
2222,30,0,Widowed,642,Suburban
2223,51,0,Single,653,Urban
2224,37,0,Married,714,Urban
2225,30,0,Married,737,Rural
2226,59,1,Single,802,Urban
2227,61,1,Married,689,Suburban
2228,30,0,Married,716,Urban
2229,18,0,Single,751,Urban
2230,55,1,Married,718,Suburban
2231,29,0,Married,630,Urban
2232,51,0,Married,648,Urban
2233,18,0,Married,641,Rural
2234,53,0,Married,677,Urban
2235,21,0,Married,700,Suburban
2236,50,0,Married,731,Urban
2237,40,0,Single,766,Urban
2238,25,0,Divorced,756,Urban
2239,33,0,Married,811,Suburban
2240,50,0,Single,782,Urban
2241,41,0,Married,693,Rural
2242,48,0,Married,692,Suburban
2243,69,1,Married,697,Rural
2244,18,0,Single,682,Urban
2245,64,1,Single,720,Suburban
2246,41,0,Single,699,Urban
2247,26,0,Married,837,Urban
2248,20,0,Married,749,Urban
2249,37,0,Single,650,Suburban
2250,53,0,Married,618,Suburban
2251,38,0,Single,713,Urban
2252,62,1,Single,748,Suburban
2253,18,0,Single,746,Suburban
2254,39,0,Widowed,729,Urban
2255,21,0,Widowed,701,Suburban
2256,45,0,Single,768,Suburban
2257,53,0,Single,734,Urban
2258,33,0,Married,584,Urban
2259,18,0,Single,689,Urban
2260,42,0,Married,672,Rural
2261,46,0,Married,738,Suburban
2262,46,0,Married,718,Urban
2263,58,1,Married,650,Suburban
2264,23,0,Single,654,Urban
2265,50,0,Single,835,Rural
2266,57,1,Married,642,Rural
2267,18,0,Married,715,Urban
2268,44,0,Widowed,824,Suburban
2269,32,0,Single,718,Suburban
2270,38,0,Divorced,805,Suburban
2271,45,0,Married,666,Urban
2272,32,0,Single,736,Rural
2273,29,0,Married,705,Urban
2274,40,0,Married,745,Urban
2275,23,0,Married,689,Urban
2276,23,0,Married,682,Urban
2277,50,0,Married,659,Rural
2278,22,0,Widowed,766,Suburban
2279,49,0,Married,678,Suburban
2280,46,0,Married,675,Urban
2281,18,0,Married,663,Urban
2282,29,0,Married,627,Rural
2283,57,1,Single,700,Rural
2284,25,0,Married,662,Urban
2285,33,0,Single,765,Urban
2286,46,0,Married,833,Suburban
2287,51,0,Single,700,Rural
2288,36,0,Single,831,Urban
2289,31,0,Divorced,744,Urban
2290,61,1,Divorced,703,Urban
2291,66,1,Single,664,Rural
2292,54,0,Married,732,Rural
2293,41,0,Single,718,Rural
2294,27,0,Single,707,Urban
2295,27,0,Divorced,753,Urban
2296,47,0,Married,729,Suburban
2297,46,0,Married,735,Rural
2298,61,1,Single,662,Urban
2299,49,0,Married,651,Suburban
2300,18,0,Married,739,Urban
2301,55,1,Married,684,Urban
2302,25,0,Single,673,Urban
2303,34,0,Widowed,796,Rural
2304,43,0,Married,693,Urban
2305,69,1,Married,744,Suburban
2306,86,1,Married,729,Urban
2307,49,0,Married,778,Urban
2308,37,0,Single,668,Urban
2309,48,0,Single,708,Suburban
2310,53,0,Married,692,Suburban
2311,35,0,Single,775,Urban
2312,66,1,Single,699,Urban
2313,43,0,Married,713,Rural
2314,47,0,Married,659,Suburban
2315,49,0,Widowed,814,Urban
2316,46,0,Married,748,Suburban
2317,52,0,Single,684,Suburban
2318,30,0,Married,686,Urban
2319,31,0,Single,669,Urban
2320,23,0,Single,798,Rural
2321,46,0,Single,677,Urban
2322,51,0,Divorced,717,Rural
2323,46,0,Widowed,650,Suburban
2324,65,1,Single,675,Suburban
2325,39,0,Married,729,Rural
2326,50,0,Married,707,Suburban
2327,23,0,Single,709,Suburban
2328,34,0,Single,706,Urban
2329,50,0,Married,702,Suburban
2330,52,0,Married,738,Suburban
2331,35,0,Single,776,Suburban
2332,38,0,Married,671,Suburban
2333,18,0,Married,715,Suburban
2334,34,0,Single,702,Rural
2335,53,0,Single,693,Urban
2336,48,0,Married,750,Suburban
2337,47,0,Married,728,Suburban
2338,40,0,Married,803,Urban
2339,40,0,Married,643,Rural
2340,30,0,Single,757,Rural
2341,50,0,Single,620,Rural
2342,46,0,Married,791,Urban
2343,47,0,Married,747,Urban
2344,32,0,Married,786,Urban
2345,18,0,Single,722,Urban
2346,56,1,Married,705,Rural
2347,32,0,Divorced,725,Rural
2348,27,0,Divorced,686,Suburban
2349,50,0,Single,720,Urban
2350,34,0,Single,773,Urban
2351,55,1,Married,723,Suburban
2352,49,0,Single,792,Suburban
2353,50,0,Married,780,Urban
2354,19,0,Single,738,Suburban
2355,58,1,Married,715,Urban
2356,43,0,Single,717,Suburban
2357,34,0,Married,720,Urban
2358,42,0,Divorced,549,Suburban
2359,18,0,Married,804,Suburban
2360,46,0,Single,622,Urban
2361,24,0,Married,645,Urban
2362,19,0,Married,770,Rural
2363,18,0,Single,763,Suburban
2364,56,1,Widowed,634,Suburban
2365,30,0,Married,718,Urban
2366,63,1,Widowed,702,Urban
2367,31,0,Single,702,Urban
2368,18,0,Single,720,Urban
2369,23,0,Married,688,Urban
2370,58,1,Married,606,Urban
2371,37,0,Divorced,590,Rural
2372,31,0,Married,715,Urban
2373,42,0,Single,660,Rural
2374,47,0,Married,743,Suburban
2375,56,1,Married,585,Urban
2376,61,1,Single,729,Suburban
2377,34,0,Single,734,Urban
2378,20,0,Single,756,Urban
2379,33,0,Married,749,Suburban
2380,43,0,Married,720,Urban
2381,25,0,Married,692,Rural
2382,25,0,Married,710,Urban
2383,45,0,Divorced,763,Urban
2384,39,0,Single,755,Suburban
2385,40,0,Married,766,Rural
2386,28,0,Divorced,740,Suburban
2387,36,0,Married,782,Suburban
2388,26,0,Single,693,Suburban
2389,53,0,Married,687,Urban
2390,55,1,Single,755,Urban
2391,18,0,Married,706,Rural
2392,26,0,Married,792,Urban
2393,18,0,Married,709,Urban
2394,30,0,Married,692,Urban
2395,38,0,Married,712,Rural
2396,18,0,Married,667,Rural
2397,26,0,Married,758,Suburban
2398,24,0,Single,757,Urban
2399,43,0,Married,699,Urban
2400,41,0,Single,694,Suburban
2401,29,0,Married,719,Suburban
2402,42,0,Widowed,702,Rural
2403,31,0,Widowed,707,Rural
2404,35,0,Married,765,Urban
2405,65,1,Single,650,Urban
2406,60,1,Married,765,Urban
2407,20,0,Single,724,Urban
2408,52,0,Single,733,Urban
2409,52,0,Married,730,Rural
2410,22,0,Married,772,Suburban
2411,52,0,Married,731,Suburban
2412,63,1,Married,663,Urban
2413,23,0,Single,729,Urban
2414,26,0,Married,688,Suburban
2415,55,1,Married,774,Suburban
2416,44,0,Married,717,Urban
2417,48,0,Married,745,Urban
2418,45,0,Married,748,Urban
2419,45,0,Divorced,690,Urban
2420,20,0,Married,715,Urban
2421,55,1,Single,680,Urban
2422,57,1,Married,690,Suburban
2423,36,0,Married,656,Urban
2424,39,0,Single,669,Urban
2425,18,0,Married,659,Suburban
2426,47,0,Married,645,Urban
2427,48,0,Single,669,Rural
2428,39,0,Married,838,Urban
2429,56,1,Married,728,Suburban
2430,34,0,Single,772,Suburban
2431,48,0,Single,700,Urban
2432,24,0,Married,711,Urban
2433,39,0,Married,653,Urban
2434,37,0,Married,700,Suburban
2435,43,0,Married,673,Suburban
2436,34,0,Single,756,Suburban
2437,38,0,Divorced,703,Suburban
2438,52,0,Divorced,675,Urban
2439,33,0,Married,726,Urban
2440,18,0,Married,759,Suburban
2441,66,1,Single,708,Urban
2442,60,1,Married,720,Urban
2443,20,0,Single,772,Rural
2444,50,0,Single,685,Rural
2445,32,0,Widowed,658,Urban
2446,43,0,Married,794,Suburban
2447,44,0,Married,743,Urban
2448,36,0,Divorced,744,Suburban
2449,28,0,Single,705,Suburban
2450,29,0,Divorced,713,Urban
2451,26,0,Married,686,Rural
2452,27,0,Single,694,Suburban
2453,38,0,Single,719,Suburban
2454,29,0,Married,714,Urban
2455,50,0,Single,669,Urban
2456,62,1,Single,694,Suburban
2457,31,0,Married,768,Suburban
2458,43,0,Married,749,Rural
2459,47,0,Single,602,Urban
2460,47,0,Married,756,Suburban
2461,41,0,Divorced,790,Suburban
2462,51,0,Married,704,Urban
2463,47,0,Married,738,Urban
2464,21,0,Widowed,687,Urban
2465,53,0,Widowed,799,Rural
2466,53,0,Married,718,Rural
2467,28,0,Single,704,Rural
2468,40,0,Married,758,Urban
2469,50,0,Married,707,Urban
2470,36,0,Married,710,Urban
2471,56,1,Married,637,Rural
2472,75,1,Divorced,750,Urban
2473,28,0,Single,719,Urban
2474,19,0,Single,733,Urban
2475,44,0,Single,700,Suburban
2476,50,0,Married,645,Rural
2477,36,0,Single,690,Suburban
2478,61,1,Widowed,576,Suburban
2479,19,0,Single,729,Urban
2480,50,0,Single,796,Suburban
2481,30,0,Widowed,708,Rural
2482,65,1,Married,718,Suburban
2483,69,1,Single,724,Urban
2484,28,0,Divorced,620,Rural
2485,31,0,Widowed,768,Suburban
2486,52,0,Married,760,Rural
2487,34,0,Single,723,Urban
2488,39,0,Single,680,Rural
2489,40,0,Married,747,Urban
2490,18,0,Single,736,Urban
2491,39,0,Married,772,Urban
2492,29,0,Married,775,Suburban
2493,32,0,Married,684,Rural
2494,61,1,Single,670,Urban
2495,21,0,Married,738,Urban
2496,52,0,Married,763,Urban
2497,35,0,Married,708,Urban
2498,35,0,Married,770,Suburban
2499,51,0,Married,732,Urban
2500,45,0,Married,748,Suburban
2501,48,0,Single,741,Urban
2502,54,0,Single,683,Suburban
2503,35,0,Married,674,Urban
2504,30,0,Married,655,Suburban
2505,23,0,Single,713,Suburban
2506,27,0,Married,794,Urban
2507,84,1,Widowed,796,Rural
2508,58,1,Single,734,Suburban
2509,19,0,Married,676,Rural
2510,20,0,Married,821,Rural
2511,47,0,Single,744,Urban
2512,48,0,Married,732,Urban
2513,48,0,Married,687,Urban
2514,36,0,Married,662,Urban
2515,38,0,Single,731,Urban
2516,44,0,Single,693,Suburban
2517,41,0,Married,601,Urban
2518,18,0,Single,788,Urban
2519,36,0,Married,707,Urban
2520,27,0,Single,781,Suburban
2521,42,0,Married,784,Urban
2522,84,1,Single,653,Suburban
2523,45,0,Widowed,748,Urban
2524,35,0,Married,740,Urban
2525,53,0,Married,807,Urban
2526,47,0,Married,757,Suburban
2527,46,0,Married,746,Suburban
2528,49,0,Married,740,Urban
2529,70,1,Divorced,658,Urban
2530,23,0,Widowed,670,Suburban
2531,47,0,Married,735,Suburban
2532,26,0,Single,724,Urban
2533,48,0,Single,711,Suburban
2534,26,0,Single,703,Suburban
2535,33,0,Married,732,Urban
2536,35,0,Married,673,Urban
2537,54,0,Married,720,Rural
2538,53,0,Married,788,Suburban
2539,21,0,Single,747,Suburban
2540,40,0,Single,670,Suburban
2541,29,0,Married,695,Suburban
2542,21,0,Married,740,Urban
2543,36,0,Widowed,764,Urban
2544,35,0,Single,648,Suburban
2545,76,1,Divorced,815,Rural
2546,46,0,Married,641,Urban
2547,19,0,Single,689,Rural
2548,31,0,Single,757,Suburban
2549,55,1,Divorced,679,Urban
2550,71,1,Married,701,Urban
2551,18,0,Married,742,Suburban
2552,18,0,Married,717,Rural
2553,68,1,Divorced,749,Suburban
2554,45,0,Widowed,699,Suburban
2555,26,0,Widowed,705,Urban
2556,48,0,Widowed,685,Suburban
2557,18,0,Married,727,Urban
2558,40,0,Married,686,Rural
2559,44,0,Married,732,Suburban
2560,53,0,Married,678,Rural
2561,24,0,Divorced,793,Suburban
2562,41,0,Divorced,739,Urban
2563,26,0,Married,705,Rural
2564,43,0,Single,673,Rural
2565,26,0,Widowed,776,Urban
2566,33,0,Married,746,Urban
2567,25,0,Married,701,Rural
2568,49,0,Married,681,Rural
2569,52,0,Married,801,Urban
2570,36,0,Single,786,Urban
2571,40,0,Married,683,Urban
2572,18,0,Married,647,Urban
2573,35,0,Widowed,694,Urban
2574,39,0,Single,639,Suburban
2575,79,1,Married,726,Suburban
2576,23,0,Widowed,709,Rural
2577,61,1,Married,668,Rural
2578,54,0,Married,741,Urban
2579,44,0,Divorced,732,Suburban
2580,66,1,Married,763,Suburban
2581,45,0,Single,707,Suburban
2582,45,0,Married,743,Suburban
2583,39,0,Married,806,Suburban
2584,58,1,Single,588,Suburban
2585,56,1,Married,758,Urban
2586,30,0,Single,615,Urban
2587,20,0,Single,718,Urban
2588,36,0,Widowed,639,Urban
2589,27,0,Single,619,Rural
2590,39,0,Married,638,Urban
2591,58,1,Divorced,691,Urban
2592,33,0,Single,662,Suburban
2593,39,0,Single,730,Rural
2594,40,0,Divorced,716,Suburban
2595,52,0,Single,662,Urban
2596,18,0,Married,699,Suburban
2597,30,0,Single,649,Rural
2598,43,0,Married,774,Urban
2599,58,1,Married,748,Rural
2600,32,0,Single,667,Rural
2601,18,0,Married,743,Urban
2602,49,0,Married,621,Urban
2603,30,0,Married,743,Rural
2604,22,0,Single,690,Urban
2605,30,0,Married,759,Urban
2606,37,0,Single,712,Rural
2607,30,0,Married,691,Urban
2608,18,0,Married,696,Urban
2609,53,0,Married,773,Suburban
2610,59,1,Single,665,Rural
2611,49,0,Married,804,Rural
2612,22,0,Widowed,696,Rural
2613,36,0,Widowed,766,Urban
2614,39,0,Divorced,653,Rural
2615,48,0,Widowed,800,Suburban
2616,50,0,Married,791,Rural
2617,28,0,Single,745,Suburban
2618,41,0,Single,657,Rural
2619,46,0,Single,725,Suburban
2620,61,1,Divorced,676,Urban
2621,50,0,Single,802,Rural
2622,51,0,Widowed,727,Suburban
2623,41,0,Married,748,Rural
2624,61,1,Divorced,715,Rural
2625,46,0,Single,786,Suburban
2626,27,0,Single,715,Suburban
2627,61,1,Married,680,Rural
2628,50,0,Single,766,Rural
2629,33,0,Widowed,667,Urban
2630,32,0,Married,728,Suburban
2631,44,0,Single,715,Urban
2632,46,0,Married,687,Suburban
2633,42,0,Widowed,730,Suburban
2634,44,0,Married,713,Rural
2635,65,1,Married,738,Suburban
2636,56,1,Married,641,Urban
2637,42,0,Single,672,Urban
2638,54,0,Married,719,Urban
2639,24,0,Single,682,Urban
2640,45,0,Widowed,714,Urban
2641,67,1,Divorced,698,Urban
2642,36,0,Married,739,Suburban
2643,27,0,Widowed,756,Urban
2644,30,0,Single,731,Suburban
2645,23,0,Married,801,Suburban
2646,28,0,Married,668,Rural
2647,34,0,Married,809,Suburban
2648,18,0,Single,695,Rural
2649,40,0,Married,650,Suburban
2650,53,0,Married,652,Suburban
2651,26,0,Single,723,Suburban
2652,62,1,Single,641,Rural
2653,47,0,Single,783,Suburban
2654,55,1,Single,643,Urban
2655,30,0,Married,743,Rural
2656,52,0,Divorced,711,Rural
2657,23,0,Married,729,Suburban
2658,53,0,Single,777,Suburban
2659,42,0,Single,751,Urban
2660,48,0,Married,715,Urban
2661,22,0,Widowed,716,Suburban
2662,26,0,Married,713,Rural
2663,48,0,Married,713,Urban
2664,25,0,Widowed,753,Rural
2665,46,0,Single,720,Urban
2666,19,0,Single,689,Urban
2667,52,0,Single,753,Urban
2668,21,0,Divorced,757,Rural
2669,48,0,Married,643,Urban
2670,49,0,Married,614,Suburban
2671,29,0,Married,751,Urban
2672,48,0,Married,725,Urban
2673,43,0,Single,684,Rural
2674,31,0,Married,772,Suburban
2675,24,0,Married,729,Urban
2676,18,0,Married,685,Suburban
2677,45,0,Single,676,Urban
2678,18,0,Single,752,Suburban
2679,41,0,Married,580,Urban
2680,36,0,Single,684,Suburban
2681,50,0,Married,690,Urban
2682,35,0,Single,674,Urban
2683,35,0,Married,701,Suburban
2684,50,0,Married,708,Urban
2685,45,0,Single,753,Suburban
2686,44,0,Widowed,705,Urban
2687,47,0,Married,778,Urban
2688,18,0,Single,703,Suburban
2689,51,0,Single,701,Urban
2690,49,0,Widowed,769,Urban
2691,24,0,Married,767,Urban
2692,36,0,Married,732,Urban
2693,39,0,Divorced,716,Urban
2694,37,0,Married,717,Rural
2695,45,0,Married,613,Urban
2696,61,1,Married,644,Suburban
2697,56,1,Divorced,676,Suburban
2698,20,0,Married,632,Urban
2699,49,0,Divorced,769,Urban
2700,59,1,Married,664,Urban
2701,45,0,Married,735,Rural
2702,56,1,Married,748,Suburban
2703,70,1,Married,788,Suburban
2704,55,1,Single,640,Urban
2705,43,0,Single,805,Urban
2706,55,1,Married,696,Suburban
2707,42,0,Married,718,Urban
2708,40,0,Single,697,Urban
2709,34,0,Divorced,783,Suburban
2710,63,1,Single,698,Urban
2711,27,0,Divorced,639,Rural
2712,62,1,Married,755,Urban
2713,47,0,Divorced,681,Urban
2714,19,0,Married,750,Urban
2715,45,0,Married,747,Urban
2716,18,0,Married,708,Suburban
2717,49,0,Widowed,615,Suburban
2718,53,0,Single,728,Rural
2719,31,0,Married,688,Urban
2720,41,0,Married,740,Rural
2721,69,1,Married,721,Suburban
2722,32,0,Divorced,739,Suburban
2723,24,0,Married,719,Urban
2724,62,1,Divorced,653,Urban
2725,69,1,Married,730,Urban
2726,40,0,Divorced,682,Urban
2727,55,1,Widowed,672,Rural
2728,60,1,Married,711,Urban
2729,28,0,Married,722,Urban
2730,32,0,Divorced,762,Urban
2731,58,1,Single,717,Suburban
2732,65,1,Single,731,Urban
2733,48,0,Single,776,Rural
2734,26,0,Married,693,Suburban
