Claims_ID,Customer_ID,Claims_Frequency,Claims_Severity,Claims_Adjustment,Policy_Type,Safe_Driver_Discount,Total_Discounts,Conversion_Status,Time_to_Conversion
C2286,2286,2,Low,100,Full Coverage,0,0,0,99
C2287,2287,0,High,0,Full Coverage,1,50,0,99
C2288,2288,1,Low,50,Liability-Only,0,0,0,99
C2289,2289,1,Low,50,Full Coverage,0,0,0,99
C2290,2290,0,Low,0,Full Coverage,0,0,0,99
C2291,2291,0,Low,0,Full Coverage,0,0,0,99
C2292,2292,0,High,0,Full Coverage,0,50,0,99
C2293,2293,0,Medium,0,Full Coverage,0,0,0,99
C2294,2294,0,Medium,0,Liability-Only,0,0,1,14
C2295,2295,0,Low,0,Liability-Only,0,0,1,6
C2296,2296,0,Medium,0,Liability-Only,0,50,0,99
C2297,2297,2,Low,100,Full Coverage,0,0,0,99
C2298,2298,0,Low,0,Full Coverage,1,50,0,99
C2299,2299,0,High,0,Full Coverage,0,0,1,6
C2300,2300,0,Low,0,Full Coverage,0,0,0,99
C2301,2301,1,Low,50,Full Coverage,0,0,0,99
C2302,2302,0,Low,0,Full Coverage,0,0,1,7
C2303,2303,1,High,200,Full Coverage,0,50,0,99
C2304,2304,0,Low,0,Liability-Only,0,0,1,5
C2305,2305,0,Low,0,Full Coverage,1,50,1,5
C2306,2306,0,Low,0,Full Coverage,0,0,0,99
C2307,2307,0,Low,0,Liability-Only,0,100,0,99
C2308,2308,0,Low,0,Liability-Only,0,50,1,5
C2309,2309,0,Medium,0,Full Coverage,0,0,0,99
C2310,2310,0,Low,0,Liability-Only,1,100,1,6
C2311,2311,0,Medium,0,Liability-Only,0,0,1,4
C2312,2312,0,Low,0,Full Coverage,0,50,0,99
C2313,2313,0,Low,0,Full Coverage,1,50,1,6
C2314,2314,0,Medium,0,Full Coverage,0,0,1,1
C2315,2315,0,Low,0,Full Coverage,0,0,0,99
C2316,2316,0,Low,0,Full Coverage,0,0,0,99
C2317,2317,1,High,200,Full Coverage,0,50,0,99
C2318,2318,0,Low,0,Full Coverage,0,50,1,6
C2319,2319,0,Low,0,Full Coverage,1,100,1,11
C2320,2320,1,Low,50,Liability-Only,0,50,0,99
C2321,2321,0,Low,0,Liability-Only,0,0,1,9
C2322,2322,1,Low,50,Full Coverage,1,50,1,2
C2323,2323,0,Medium,0,Liability-Only,1,100,1,8
C2324,2324,1,Low,50,Full Coverage,0,50,1,14
C2325,2325,1,Low,50,Liability-Only,0,0,1,7
C2326,2326,0,Medium,0,Liability-Only,1,50,0,99
C2327,2327,0,Low,0,Full Coverage,0,0,0,99
C2328,2328,1,Low,50,Full Coverage,0,50,1,7
C2329,2329,1,Low,50,Full Coverage,0,0,0,99
C2330,2330,0,Low,0,Full Coverage,0,50,1,12
C2331,2331,0,Low,0,Full Coverage,0,0,0,99
C2332,2332,0,Low,0,Liability-Only,0,0,0,99
C2333,2333,2,High,400,Full Coverage,0,0,1,5
C2334,2334,0,Low,0,Full Coverage,0,0,0,99
C2335,2335,0,Medium,0,Liability-Only,0,0,0,99
C2336,2336,0,Low,0,Liability-Only,0,0,1,8
C2337,2337,0,Low,0,Full Coverage,0,0,0,99
C2338,2338,2,Low,100,Liability-Only,0,0,0,99
C2339,2339,0,Low,0,Full Coverage,1,100,0,99
C2340,2340,0,Low,0,Full Coverage,0,50,1,2
C2341,2341,0,High,0,Liability-Only,0,100,0,99
C2342,2342,0,High,0,Full Coverage,0,50,1,4
C2343,2343,0,Low,0,Full Coverage,0,100,1,2
C2344,2344,0,Low,0,Full Coverage,0,0,0,99
C2345,2345,1,Low,50,Liability-Only,1,100,0,99
C2346,2346,1,Medium,100,Liability-Only,1,50,1,14
C2347,2347,0,Low,0,Liability-Only,0,0,1,9
C2348,2348,0,Low,0,Full Coverage,1,50,1,10
C2349,2349,0,Low,0,Liability-Only,0,0,0,99
C2350,2350,1,Low,50,Full Coverage,0,50,0,99
C2351,2351,1,Low,50,Full Coverage,0,0,0,99
C2352,2352,0,High,0,Full Coverage,0,50,1,11
C2353,2353,0,Low,0,Liability-Only,0,0,0,99
C2354,2354,1,Low,50,Liability-Only,0,50,0,99
C2355,2355,1,High,200,Full Coverage,0,0,1,2
C2356,2356,0,Low,0,Liability-Only,0,0,1,11
C2357,2357,1,Medium,100,Full Coverage,0,0,0,99
C2358,2358,0,Low,0,Liability-Only,0,0,0,99
C2359,2359,1,Low,50,Full Coverage,0,50,1,4
C2360,2360,0,Low,0,Full Coverage,0,0,1,10
C2361,2361,0,Low,0,Liability-Only,1,100,1,8
C2362,2362,0,Low,0,Full Coverage,1,50,0,99
C2363,2363,0,Low,0,Full Coverage,1,100,1,5
C2364,2364,0,Low,0,Liability-Only,0,50,1,14
C2365,2365,1,Medium,100,Liability-Only,0,0,1,2
C2366,2366,1,Low,50,Full Coverage,0,50,1,12
C2367,2367,0,Low,0,Full Coverage,1,100,0,99
C2368,2368,0,Low,0,Liability-Only,0,50,1,12
C2369,2369,1,Medium,100,Liability-Only,0,0,0,99
C2370,2370,0,Low,0,Liability-Only,0,50,1,10
C2371,2371,0,Low,0,Liability-Only,0,0,1,13
C2372,2372,1,Low,50,Liability-Only,0,0,1,11
C2373,2373,1,Medium,100,Full Coverage,0,0,0,99
C2374,2374,0,High,0,Full Coverage,0,0,1,14
C2375,2375,1,Low,50,Full Coverage,0,50,0,99
C2376,2376,0,Medium,0,Full Coverage,0,0,1,6
C2377,2377,0,Low,0,Liability-Only,0,50,0,99
C2378,2378,0,Low,0,Full Coverage,0,0,0,99
C2379,2379,2,Medium,200,Full Coverage,1,50,1,7
C2380,2380,0,Low,0,Full Coverage,0,0,0,99
C2381,2381,1,Low,50,Full Coverage,0,0,0,99
C2382,2382,0,Low,0,Liability-Only,0,0,1,11
C2383,2383,0,Medium,0,Full Coverage,0,50,1,10
C2384,2384,0,Low,0,Liability-Only,1,50,1,10
C2385,2385,0,Low,0,Full Coverage,0,0,0,99
C2386,2386,0,Low,0,Full Coverage,0,0,0,99
C2387,2387,0,Low,0,Full Coverage,0,50,1,7
C2388,2388,2,Low,100,Full Coverage,1,100,0,99
C2389,2389,0,High,0,Liability-Only,0,0,0,99
C2390,2390,0,Low,0,Full Coverage,0,50,1,12
C2391,2391,2,Low,100,Full Coverage,0,0,1,7
C2392,2392,0,High,0,Liability-Only,0,0,1,14
C2393,2393,0,Low,0,Full Coverage,0,50,1,4
C2394,2394,0,Low,0,Full Coverage,0,0,1,13
C2395,2395,0,Low,0,Liability-Only,1,50,0,99
C2396,2396,1,High,200,Liability-Only,0,0,1,3
C2397,2397,0,Low,0,Full Coverage,0,0,0,99
C2398,2398,1,Low,50,Liability-Only,0,50,1,2
C2399,2399,1,Low,50,Liability-Only,0,0,1,4
C2400,2400,1,Low,50,Full Coverage,0,0,0,99
C2401,2401,1,Low,50,Full Coverage,1,50,0,99
C2402,2402,0,Medium,0,Full Coverage,0,50,0,99
C2403,2403,0,Low,0,Liability-Only,0,50,0,99
C2404,2404,0,Low,0,Full Coverage,0,0,1,2
C2405,2405,0,Medium,0,Liability-Only,0,50,0,99
C2406,2406,1,Low,50,Full Coverage,0,0,0,99
C2407,2407,1,Medium,100,Liability-Only,0,50,1,13
C2408,2408,1,Low,50,Full Coverage,1,50,0,99
C2409,2409,1,Low,50,Full Coverage,0,50,1,12
C2410,2410,0,Low,0,Liability-Only,1,50,0,99
C2411,2411,0,Low,0,Liability-Only,0,0,0,99
C2412,2412,1,Low,50,Full Coverage,0,0,1,6
C2413,2413,1,Low,50,Full Coverage,0,0,0,99
C2414,2414,0,Low,0,Liability-Only,0,50,0,99
C2415,2415,1,Low,50,Full Coverage,0,50,1,10
C2416,2416,0,Low,0,Full Coverage,1,100,0,99
C2417,2417,1,Low,50,Liability-Only,0,50,1,8
C2418,2418,1,Low,50,Full Coverage,1,100,0,99
C2419,2419,2,Low,100,Liability-Only,1,100,1,13
C2420,2420,0,Low,0,Full Coverage,1,50,0,99
C2421,2421,0,Low,0,Liability-Only,0,0,0,99
C2422,2422,1,Low,50,Liability-Only,1,150,0,99
C2423,2423,1,Low,50,Full Coverage,1,50,0,99
C2424,2424,0,Low,0,Full Coverage,0,50,0,99
C2425,2425,0,Medium,0,Full Coverage,1,50,1,8
C2426,2426,0,Medium,0,Liability-Only,0,0,1,2
C2427,2427,1,Low,50,Liability-Only,0,0,0,99
C2428,2428,0,Low,0,Full Coverage,0,50,0,99
C2429,2429,1,Low,50,Full Coverage,0,0,0,99
C2430,2430,1,Low,50,Full Coverage,0,0,1,11
C2431,2431,0,High,0,Liability-Only,0,0,0,99
C2432,2432,1,Low,50,Full Coverage,0,0,1,1
C2433,2433,2,Medium,200,Full Coverage,0,0,0,99
C2434,2434,2,High,400,Liability-Only,1,50,0,99
C2435,2435,0,Low,0,Full Coverage,0,50,1,4
C2436,2436,0,Low,0,Full Coverage,0,0,1,9
C2437,2437,0,Low,0,Liability-Only,1,50,1,10
C2438,2438,0,Low,0,Full Coverage,0,0,1,4
C2439,2439,0,Low,0,Full Coverage,0,50,1,6
C2440,2440,0,High,0,Full Coverage,0,0,1,7
C2441,2441,0,High,0,Full Coverage,1,50,0,99
C2442,2442,3,Low,150,Full Coverage,0,0,1,3
C2443,2443,0,Medium,0,Liability-Only,0,0,1,10
C2444,2444,0,Low,0,Full Coverage,0,0,1,2
C2445,2445,0,Low,0,Liability-Only,0,0,1,8
C2446,2446,0,Low,0,Liability-Only,0,0,1,1
C2447,2447,0,Low,0,Liability-Only,0,0,1,14
C2448,2448,0,Low,0,Full Coverage,0,50,1,5
C2449,2449,1,Low,50,Full Coverage,0,50,1,3
C2450,2450,0,Low,0,Full Coverage,0,50,1,12
C2451,2451,0,Low,0,Full Coverage,0,50,1,7
C2452,2452,0,Low,0,Full Coverage,0,100,0,99
C2453,2453,0,Low,0,Liability-Only,1,50,0,99
C2454,2454,2,Low,100,Full Coverage,0,0,0,99
C2455,2455,0,Low,0,Liability-Only,0,0,0,99
C2456,2456,0,Medium,0,Full Coverage,0,0,0,99
C2457,2457,0,Low,0,Liability-Only,0,0,1,4
C2458,2458,2,Medium,200,Full Coverage,0,50,0,99
C2459,2459,0,Low,0,Full Coverage,0,0,1,7
C2460,2460,1,Low,50,Full Coverage,0,50,0,99
C2461,2461,1,Low,50,Liability-Only,0,50,1,4
C2462,2462,0,Medium,0,Full Coverage,0,0,0,99
C2463,2463,1,Low,50,Full Coverage,0,0,1,2
C2464,2464,0,Low,0,Liability-Only,0,50,1,13
C2465,2465,0,Medium,0,Liability-Only,0,0,0,99
C2466,2466,0,Low,0,Liability-Only,0,0,1,4
C2467,2467,1,Medium,100,Full Coverage,0,0,0,99
C2468,2468,1,Medium,100,Liability-Only,0,0,1,4
C2469,2469,0,Low,0,Liability-Only,0,50,0,99
C2470,2470,1,High,200,Liability-Only,0,0,0,99
C2471,2471,0,Low,0,Full Coverage,1,50,1,11
C2472,2472,0,Low,0,Liability-Only,0,0,1,8
C2473,2473,0,Low,0,Full Coverage,0,0,0,99
C2474,2474,1,Low,50,Liability-Only,0,50,1,12
C2475,2475,0,Low,0,Liability-Only,0,0,0,99
C2476,2476,0,Medium,0,Full Coverage,1,50,0,99
C2477,2477,0,Low,0,Full Coverage,0,0,0,99
C2478,2478,1,Low,50,Full Coverage,0,50,1,7
C2479,2479,0,Low,0,Liability-Only,0,50,1,13
C2480,2480,0,Low,0,Liability-Only,0,0,1,10
C2481,2481,0,Low,0,Full Coverage,1,50,1,6
C2482,2482,0,Low,0,Liability-Only,0,0,1,13
C2483,2483,0,Low,0,Full Coverage,0,0,0,99
C2484,2484,0,Medium,0,Full Coverage,0,0,1,7
C2485,2485,1,Low,50,Full Coverage,0,0,1,12
C2486,2486,0,High,0,Full Coverage,0,50,0,99
C2487,2487,0,Low,0,Liability-Only,1,50,1,7
C2488,2488,0,Medium,0,Full Coverage,0,0,1,9
C2489,2489,0,Low,0,Full Coverage,0,50,0,99
C2490,2490,2,Low,100,Full Coverage,1,50,1,6
C2491,2491,0,Medium,0,Full Coverage,0,50,1,3
C2492,2492,1,Low,50,Full Coverage,1,100,0,99
C2493,2493,1,Low,50,Full Coverage,0,0,1,4
C2494,2494,0,Low,0,Full Coverage,0,0,0,99
C2495,2495,0,Medium,0,Full Coverage,0,0,0,99
C2496,2496,0,Low,0,Full Coverage,0,0,0,99
C2497,2497,1,Low,50,Full Coverage,0,0,0,99
C2498,2498,2,Low,100,Liability-Only,0,0,1,4
C2499,2499,0,Low,0,Full Coverage,0,50,0,99
C2500,2500,0,Low,0,Full Coverage,0,0,1,5
C2501,2501,1,Medium,100,Full Coverage,0,100,1,6
C2502,2502,0,High,0,Liability-Only,1,100,1,8
C2503,2503,0,High,0,Full Coverage,1,100,1,11
C2504,2504,2,Medium,200,Full Coverage,0,50,0,99
C2505,2505,1,Medium,100,Liability-Only,1,50,1,3
C2506,2506,0,Medium,0,Full Coverage,0,50,0,99
C2507,2507,1,High,200,Full Coverage,0,0,0,99
C2508,2508,0,Medium,0,Full Coverage,0,0,0,99
C2509,2509,1,Low,50,Liability-Only,0,0,1,11
C2510,2510,1,Low,50,Liability-Only,0,50,1,2
C2511,2511,0,Low,0,Liability-Only,0,50,0,99
C2512,2512,0,Low,0,Full Coverage,0,50,1,4
C2513,2513,1,Low,50,Full Coverage,0,50,1,3
C2514,2514,0,Medium,0,Full Coverage,0,100,0,99
C2515,2515,0,Low,0,Liability-Only,0,0,0,99
C2516,2516,1,Low,50,Full Coverage,0,50,1,6
C2517,2517,0,Low,0,Full Coverage,0,100,1,5
C2518,2518,0,Medium,0,Full Coverage,0,0,0,99
C2519,2519,0,Low,0,Liability-Only,0,0,1,1
C2520,2520,0,Low,0,Full Coverage,0,50,0,99
C2521,2521,0,Medium,0,Liability-Only,0,100,1,2
C2522,2522,1,Low,50,Liability-Only,0,50,0,99
C2523,2523,0,Low,0,Full Coverage,0,0,1,8
C2524,2524,0,Low,0,Full Coverage,0,0,0,99
C2525,2525,1,Medium,100,Full Coverage,0,0,1,1
C2526,2526,2,Medium,200,Full Coverage,0,50,1,14
C2527,2527,0,Low,0,Full Coverage,0,0,0,99
C2528,2528,1,High,200,Liability-Only,0,0,1,1
C2529,2529,2,High,400,Full Coverage,0,0,1,1
C2530,2530,1,Medium,100,Full Coverage,0,0,0,99
C2531,2531,0,Medium,0,Full Coverage,0,0,1,1
C2532,2532,1,Medium,100,Full Coverage,0,50,0,99
C2533,2533,0,Low,0,Full Coverage,0,50,0,99
C2534,2534,0,Low,0,Full Coverage,0,50,1,14
C2535,2535,0,Low,0,Full Coverage,0,0,0,99
C2536,2536,1,Low,50,Full Coverage,0,0,0,99
C2537,2537,1,Medium,100,Full Coverage,0,0,0,99
C2538,2538,0,Low,0,Full Coverage,0,0,0,99
C2539,2539,0,Low,0,Full Coverage,1,50,1,2
C2540,2540,0,Low,0,Full Coverage,0,50,0,99
C2541,2541,0,Low,0,Full Coverage,0,50,0,99
C2542,2542,1,Low,50,Full Coverage,0,0,1,6
C2543,2543,0,Medium,0,Full Coverage,1,100,1,6
C2544,2544,0,High,0,Full Coverage,0,0,0,99
C2545,2545,0,High,0,Full Coverage,1,100,1,11
C2546,2546,0,Low,0,Full Coverage,0,50,0,99
C2547,2547,1,High,200,Liability-Only,0,0,1,9
C2548,2548,0,Low,0,Liability-Only,0,50,1,3
C2549,2549,0,Low,0,Full Coverage,0,0,0,99
C2550,2550,0,Low,0,Liability-Only,0,0,0,99
C2551,2551,0,Medium,0,Full Coverage,0,50,1,4
C2552,2552,1,Low,50,Full Coverage,0,0,1,7
C2553,2553,0,Low,0,Full Coverage,0,0,1,4
C2554,2554,1,Medium,100,Full Coverage,1,50,1,1
C2555,2555,2,Low,100,Liability-Only,0,0,0,99
C2556,2556,0,Low,0,Full Coverage,0,50,0,99
C2557,2557,0,Low,0,Full Coverage,0,50,1,9
C2558,2558,0,Medium,0,Liability-Only,0,0,1,9
C2559,2559,0,Low,0,Liability-Only,0,50,0,99
C2560,2560,1,Medium,100,Liability-Only,0,0,1,10
C2561,2561,0,Medium,0,Full Coverage,0,50,1,13
C2562,2562,1,High,200,Liability-Only,0,0,0,99
C2563,2563,0,Low,0,Liability-Only,0,0,0,99
C2564,2564,2,Low,100,Full Coverage,0,0,1,11
C2565,2565,0,Low,0,Full Coverage,0,0,0,99
C2566,2566,1,Low,50,Liability-Only,0,0,1,11
C2567,2567,0,Medium,0,Liability-Only,0,50,0,99
C2568,2568,0,High,0,Full Coverage,0,0,1,9
C2569,2569,2,High,400,Liability-Only,0,50,1,10
C2570,2570,1,Low,50,Full Coverage,0,0,0,99
C2571,2571,2,Low,100,Liability-Only,0,0,1,12
C2572,2572,0,Low,0,Liability-Only,1,50,0,99
C2573,2573,1,Low,50,Liability-Only,0,0,1,9
C2574,2574,0,High,0,Liability-Only,0,0,0,99
C2575,2575,0,Low,0,Full Coverage,0,0,0,99
C2576,2576,0,Low,0,Full Coverage,0,0,0,99
C2577,2577,0,Low,0,Full Coverage,0,0,1,1
C2578,2578,2,Low,100,Full Coverage,1,50,1,11
C2579,2579,1,Low,50,Full Coverage,0,50,0,99
C2580,2580,0,Medium,0,Liability-Only,0,0,0,99
C2581,2581,0,Low,0,Full Coverage,0,0,1,12
C2582,2582,0,Low,0,Full Coverage,0,100,0,99
C2583,2583,0,Low,0,Liability-Only,0,50,1,8
C2584,2584,0,Low,0,Full Coverage,0,0,1,1
C2585,2585,0,Low,0,Liability-Only,0,50,0,99
C2586,2586,0,Low,0,Full Coverage,0,0,0,99
C2587,2587,0,Low,0,Full Coverage,0,50,1,6
C2588,2588,0,Low,0,Full Coverage,0,0,1,10
C2589,2589,1,High,200,Liability-Only,0,100,1,10
C2590,2590,0,Low,0,Full Coverage,0,0,1,3
C2591,2591,0,Low,0,Liability-Only,1,50,1,13
C2592,2592,1,Low,50,Liability-Only,0,50,1,8
C2593,2593,0,Medium,0,Liability-Only,0,50,0,99
C2594,2594,0,Low,0,Liability-Only,1,50,1,8
C2595,2595,2,Low,100,Liability-Only,0,0,0,99
C2596,2596,1,Low,50,Full Coverage,0,0,0,99
C2597,2597,0,Low,0,Full Coverage,1,100,1,5
C2598,2598,0,Low,0,Full Coverage,1,50,0,99
C2599,2599,0,Low,0,Full Coverage,0,0,1,8
C2600,2600,2,Low,100,Liability-Only,0,50,1,13
C2601,2601,0,High,0,Liability-Only,0,0,1,9
C2602,2602,0,High,0,Full Coverage,0,50,1,6
C2603,2603,0,Medium,0,Full Coverage,1,100,1,7
C2604,2604,2,Medium,200,Full Coverage,0,0,1,13
C2605,2605,0,Low,0,Full Coverage,0,50,1,14
C2606,2606,1,Low,50,Liability-Only,1,50,1,14
C2607,2607,1,Low,50,Full Coverage,0,0,1,12
C2608,2608,0,Low,0,Full Coverage,0,0,1,12
C2609,2609,0,Low,0,Full Coverage,0,0,0,99
C2610,2610,0,Medium,0,Liability-Only,1,150,0,99
C2611,2611,1,Low,50,Liability-Only,1,50,1,7
C2612,2612,1,Low,50,Full Coverage,0,0,1,7
C2613,2613,0,Low,0,Full Coverage,0,0,0,99
C2614,2614,2,Low,100,Full Coverage,0,0,0,99
C2615,2615,2,Medium,200,Liability-Only,0,50,1,14
C2616,2616,0,Low,0,Full Coverage,0,0,0,99
C2617,2617,1,High,200,Liability-Only,0,0,0,99
C2618,2618,1,Low,50,Liability-Only,0,0,1,2
C2619,2619,1,High,200,Full Coverage,0,0,0,99
C2620,2620,0,Low,0,Full Coverage,0,50,1,3
C2621,2621,1,Low,50,Liability-Only,0,50,0,99
C2622,2622,0,High,0,Liability-Only,1,50,0,99
C2623,2623,0,Low,0,Full Coverage,1,100,1,13
C2624,2624,0,Low,0,Liability-Only,0,50,0,99
C2625,2625,1,Low,50,Liability-Only,0,50,0,99
C2626,2626,1,Low,50,Full Coverage,0,50,0,99
C2627,2627,1,Low,50,Full Coverage,0,0,1,1
C2628,2628,0,Low,0,Full Coverage,0,50,1,7
C2629,2629,1,Low,50,Full Coverage,0,50,1,3
C2630,2630,1,High,200,Liability-Only,0,100,0,99
C2631,2631,0,Medium,0,Full Coverage,0,0,0,99
C2632,2632,2,Low,100,Liability-Only,0,0,0,99
C2633,2633,1,Medium,100,Full Coverage,1,100,1,2
C2634,2634,0,Low,0,Liability-Only,0,0,0,99
C2635,2635,0,Low,0,Full Coverage,1,50,0,99
C2636,2636,1,Medium,100,Full Coverage,0,0,0,99
C2637,2637,0,Low,0,Full Coverage,1,50,0,99
C2638,2638,1,Low,50,Full Coverage,1,100,0,99
C2639,2639,0,Medium,0,Full Coverage,0,0,0,99
C2640,2640,0,High,0,Liability-Only,1,50,0,99
C2641,2641,0,Low,0,Liability-Only,0,0,0,99
C2642,2642,0,Low,0,Full Coverage,0,50,0,99
C2643,2643,0,Low,0,Full Coverage,1,100,1,4
C2644,2644,0,Low,0,Full Coverage,0,0,0,99
C2645,2645,0,Medium,0,Full Coverage,1,100,1,14
C2646,2646,2,Medium,200,Liability-Only,1,50,1,11
C2647,2647,0,High,0,Liability-Only,1,50,1,14
C2648,2648,0,Medium,0,Liability-Only,1,50,1,4
C2649,2649,1,Low,50,Liability-Only,0,0,0,99
C2650,2650,0,Low,0,Full Coverage,0,0,0,99
C2651,2651,0,Low,0,Liability-Only,0,50,1,10
C2652,2652,1,Low,50,Full Coverage,0,0,1,3
C2653,2653,0,Low,0,Liability-Only,1,50,1,10
C2654,2654,0,Low,0,Liability-Only,0,100,1,11
C2655,2655,1,Low,50,Liability-Only,0,0,0,99
C2656,2656,2,Medium,200,Full Coverage,0,50,1,6
C2657,2657,1,Low,50,Liability-Only,0,50,1,13
C2658,2658,0,Medium,0,Full Coverage,0,0,0,99
C2659,2659,1,Low,50,Liability-Only,0,0,0,99
C2660,2660,0,Medium,0,Liability-Only,0,0,1,13
C2661,2661,2,Low,100,Full Coverage,0,0,0,99
C2662,2662,0,Medium,0,Liability-Only,0,50,1,8
C2663,2663,0,Low,0,Full Coverage,1,100,0,99
C2664,2664,1,Low,50,Full Coverage,0,0,0,99
C2665,2665,1,Low,50,Full Coverage,0,50,1,13
C2666,2666,0,Low,0,Full Coverage,0,0,0,99
C2667,2667,0,Medium,0,Full Coverage,1,100,1,7
C2668,2668,0,Medium,0,Full Coverage,0,50,0,99
C2669,2669,1,Low,50,Full Coverage,0,0,0,99
C2670,2670,0,Low,0,Liability-Only,0,0,1,12
C2671,2671,0,Medium,0,Liability-Only,0,0,1,13
C2672,2672,1,Low,50,Liability-Only,1,150,1,7
C2673,2673,1,Low,50,Liability-Only,1,50,1,4
C2674,2674,0,Low,0,Liability-Only,0,0,1,2
C2675,2675,0,Low,0,Full Coverage,0,0,0,99
C2676,2676,0,Low,0,Full Coverage,0,0,1,8
C2677,2677,0,Low,0,Full Coverage,1,50,0,99
C2678,2678,1,Low,50,Liability-Only,0,50,1,6
C2679,2679,0,Low,0,Liability-Only,0,50,1,4
C2680,2680,0,Low,0,Full Coverage,0,0,1,4
C2681,2681,1,Medium,100,Full Coverage,0,50,1,7
C2682,2682,1,Low,50,Full Coverage,1,50,1,9
C2683,2683,1,Low,50,Liability-Only,0,50,0,99
C2684,2684,0,Medium,0,Full Coverage,0,0,0,99
C2685,2685,0,Low,0,Full Coverage,0,0,1,14
C2686,2686,1,Medium,100,Full Coverage,1,100,1,14
C2687,2687,0,High,0,Liability-Only,0,0,1,7
C2688,2688,0,High,0,Full Coverage,0,0,1,7
C2689,2689,0,Low,0,Liability-Only,0,0,1,1
C2690,2690,0,Low,0,Liability-Only,0,0,1,4
C2691,2691,1,Medium,100,Full Coverage,0,50,0,99
C2692,2692,0,Low,0,Full Coverage,0,50,0,99
C2693,2693,0,Low,0,Liability-Only,1,150,1,4
C2694,2694,1,Low,50,Full Coverage,0,0,1,4
C2695,2695,0,Medium,0,Full Coverage,0,0,0,99
C2696,2696,0,Low,0,Full Coverage,1,50,1,10
C2697,2697,1,Low,50,Full Coverage,1,50,0,99
C2698,2698,0,Low,0,Liability-Only,0,50,0,99
C2699,2699,0,Low,0,Full Coverage,0,0,0,99
C2700,2700,1,Low,50,Liability-Only,0,0,0,99
C2701,2701,0,Low,0,Full Coverage,0,0,1,13
C2702,2702,0,Low,0,Liability-Only,1,100,0,99
C2703,2703,1,Low,50,Full Coverage,0,0,0,99
C2704,2704,1,Medium,100,Full Coverage,0,0,1,2
C2705,2705,1,Low,50,Full Coverage,1,50,0,99
C2706,2706,0,High,0,Liability-Only,0,50,1,7
C2707,2707,3,Low,150,Liability-Only,0,50,1,5
C2708,2708,1,Low,50,Liability-Only,0,0,0,99
C2709,2709,0,Medium,0,Liability-Only,1,50,1,9
C2710,2710,0,Medium,0,Full Coverage,0,50,0,99
C2711,2711,0,Low,0,Full Coverage,0,0,0,99
C2712,2712,1,Low,50,Liability-Only,0,50,1,3
C2713,2713,0,Low,0,Full Coverage,0,100,1,14
C2714,2714,2,Low,100,Full Coverage,0,0,0,99
C2715,2715,1,Low,50,Liability-Only,0,50,0,99
C2716,2716,1,Low,50,Liability-Only,0,100,1,2
C2717,2717,1,Medium,100,Full Coverage,1,50,1,5
C2718,2718,1,Low,50,Liability-Only,1,50,0,99
C2719,2719,0,Low,0,Full Coverage,0,0,0,99
C2720,2720,2,Low,100,Liability-Only,1,50,1,2
C2721,2721,0,Low,0,Full Coverage,1,100,0,99
C2722,2722,0,Medium,0,Liability-Only,0,0,1,3
C2723,2723,0,Medium,0,Liability-Only,0,0,0,99
C2724,2724,0,High,0,Liability-Only,0,0,0,99
C2725,2725,0,Medium,0,Liability-Only,0,0,0,99
C2726,2726,1,Low,50,Full Coverage,1,100,0,99
C2727,2727,1,Medium,100,Full Coverage,1,50,0,99
C2728,2728,0,Low,0,Full Coverage,0,0,0,99
C2729,2729,0,Low,0,Full Coverage,0,0,0,99
C2730,2730,1,Low,50,Liability-Only,0,0,1,1
C2731,2731,0,Low,0,Full Coverage,0,0,1,10
C2732,2732,0,Low,0,Full Coverage,0,0,0,99
C2733,2733,0,Medium,0,Full Coverage,0,50,1,14
C2734,2734,2,Low,100,Full Coverage,0,0,1,7
C2735,2735,0,Medium,0,Liability-Only,0,50,1,8
C2736,2736,0,High,0,Liability-Only,1,50,0,99
C2737,2737,0,High,0,Liability-Only,0,50,0,99
C2738,2738,0,High,0,Full Coverage,0,0,1,1
C2739,2739,0,Medium,0,Liability-Only,1,50,1,10
C2740,2740,0,Low,0,Full Coverage,1,100,1,6
C2741,2741,0,Low,0,Liability-Only,0,0,1,11
C2742,2742,0,Medium,0,Full Coverage,0,0,1,14
C2743,2743,0,Medium,0,Full Coverage,0,50,0,99
C2744,2744,0,High,0,Full Coverage,1,50,1,3
C2745,2745,1,Medium,100,Liability-Only,1,100,1,13
C2746,2746,0,Low,0,Liability-Only,0,50,1,14
C2747,2747,2,High,400,Full Coverage,0,0,0,99
C2748,2748,0,High,0,Full Coverage,0,0,1,6
C2749,2749,2,Low,100,Liability-Only,0,0,0,99
C2750,2750,0,Low,0,Full Coverage,0,0,1,4
C2751,2751,1,Medium,100,Liability-Only,0,0,1,7
C2752,2752,1,Low,50,Full Coverage,0,0,0,99
C2753,2753,1,Medium,100,Full Coverage,0,50,0,99
C2754,2754,0,Low,0,Full Coverage,1,50,0,99
C2755,2755,1,Low,50,Full Coverage,1,50,1,13
C2756,2756,0,Low,0,Liability-Only,1,50,0,99
C2757,2757,1,Low,50,Full Coverage,1,100,0,99
C2758,2758,0,Low,0,Full Coverage,0,50,1,3
C2759,2759,0,Low,0,Full Coverage,1,50,1,5
C2760,2760,1,High,200,Full Coverage,0,0,0,99
C2761,2761,1,Low,50,Liability-Only,1,50,0,99
C2762,2762,0,Low,0,Liability-Only,0,50,0,99
C2763,2763,0,Medium,0,Full Coverage,0,50,1,9
